98
4184
false
0 8 16
51 12 13
51 64 2
51 39 10
51 40 3
51 94 3
51 35 7
51 28 6
51 50 17
51 97 16
51 30 18
51 60 0
51 80 3
51 19 7
51 45 2
51 69 4
51 2 3
51 89 0
51 61 11
51 52 13
51 92 9
51 73 13
51 15 3
51 27 17
51 70 3
51 7 17
51 49 2
51 6 17
52 58 11
52 90 6
52 25 16
52 50 7
52 23 12
52 72 2
52 83 2
52 79 0
52 12 2
52 87 2
52 20 3
52 81 8
52 3 2
52 42 14
52 41 1
52 47 14
52 44 3
52 26 2
52 9 12
52 70 12
52 17 12
52 91 4
52 71 9
52 57 15
52 68 2
52 67 7
52 78 7
52 2 0
52 86 16
52 80 17
52 55 3
52 4 15
52 65 2
52 11 1
52 34 1
52 0 7
52 51 7
52 69 4
52 6 12
52 62 3
52 97 15
53 64 13
53 77 6
53 54 0
53 92 1
53 10 14
53 14 6
53 48 8
53 69 5
53 4 3
53 22 6
53 30 0
53 32 9
53 31 12
53 45 12
53 37 8
53 52 18
53 81 11
53 61 1
53 36 13
53 72 8
53 67 7
53 18 15
53 23 14
53 60 1
53 82 11
53 7 11
53 85 10
53 78 7
53 84 6
53 68 1
53 6 18
53 88 5
53 41 16
53 28 13
53 58 6
53 19 6
53 27 9
53 91 6
53 87 18
53 44 18
53 16 5
53 1 6
53 15 5
53 26 0
53 71 12
53 35 10
53 73 4
53 40 17
53 29 3
53 49 6
53 89 17
53 25 6
53 47 15
53 0 0
53 96 8
53 9 7
53 17 9
53 46 0
53 57 7
53 56 3
53 66 17
53 62 0
53 90 0
53 97 17
53 65 9
53 11 0
53 79 14
53 8 1
53 70 4
53 74 5
53 63 1
53 13 11
53 93 1
53 94 8
53 3 3
53 5 14
53 42 11
53 20 6
53 59 18
53 33 3
53 86 13
53 55 9
53 80 10
53 39 5
53 34 11
53 24 6
53 2 8
54 47 9
54 80 15
54 21 17
54 22 17
54 65 11
54 50 5
54 20 3
54 43 4
54 75 4
54 23 15
54 60 6
54 90 1
54 30 11
54 33 7
54 7 16
54 41 14
54 5 4
54 49 4
54 92 10
54 97 4
54 4 10
54 70 7
54 71 10
54 96 8
54 55 17
54 15 9
54 87 15
54 66 17
54 46 14
54 31 18
54 36 13
54 42 2
54 61 2
54 84 17
54 13 13
54 45 12
54 88 0
54 91 12
54 78 7
54 34 17
54 3 13
54 56 13
54 63 15
54 37 5
55 23 0
55 96 7
55 68 12
55 37 16
55 71 7
55 74 15
55 15 12
55 43 14
55 40 8
55 81 1
55 45 5
55 93 7
55 61 2
55 97 16
55 82 17
55 53 0
55 86 17
55 21 10
55 8 16
55 0 16
55 46 9
55 85 5
55 28 1
55 3 9
55 73 2
56 68 10
56 32 8
56 91 12
56 0 17
56 94 2
56 38 5
56 6 8
56 58 14
56 80 9
56 42 14
56 55 16
56 8 2
56 96 0
56 59 8
56 64 13
56 34 8
56 4 16
56 19 18
56 78 8
56 63 2
56 92 10
56 29 14
56 86 1
56 95 2
56 51 5
56 14 1
56 81 3
56 61 0
56 72 4
56 39 3
56 60 6
56 2 2
56 75 2
56 33 3
56 57 0
56 23 4
56 31 8
56 10 2
56 1 13
56 54 2
56 48 16
56 15 0
56 79 16
56 47 2
56 69 4
56 77 9
56 74 5
56 3 13
56 76 8
56 84 10
56 25 1
56 85 9
56 45 2
56 71 10
56 11 14
56 49 9
56 52 13
56 27 1
56 82 13
56 43 4
56 20 4
56 40 9
56 90 15
56 21 4
56 7 2
56 50 0
56 41 16
56 44 13
56 88 2
57 25 8
57 69 17
57 0 0
57 10 11
57 5 0
57 84 16
57 79 18
57 75 17
57 56 8
57 34 9
57 36 5
57 43 5
57 33 10
57 47 15
57 38 1
57 87 10
57 54 17
57 83 7
57 15 17
57 41 9
57 51 14
57 31 15
57 22 7
57 96 4
57 78 0
57 29 6
57 1 8
57 65 5
57 58 16
57 81 18
57 92 13
57 73 8
57 13 5
57 44 18
57 76 8
57 72 13
57 82 18
57 89 16
57 35 0
57 37 6
57 64 10
57 32 1
57 71 8
57 70 10
57 4 17
57 17 14
57 63 14
57 46 11
57 27 14
57 97 13
57 66 10
57 21 3
57 61 6
57 55 5
57 52 11
57 16 4
57 39 3
57 68 9
57 74 3
57 12 14
57 26 5
57 59 17
57 50 1
57 18 5
57 80 18
57 30 6
57 67 6
57 6 17
57 40 2
57 94 0
57 48 6
57 45 7
57 23 9
57 9 1
57 49 13
57 60 18
58 68 3
58 44 15
58 84 18
58 47 6
58 18 8
58 27 6
58 25 16
58 43 15
58 41 4
58 30 4
58 49 17
58 81 1
58 66 3
58 29 4
58 94 15
58 22 2
58 63 4
58 71 7
58 6 18
58 9 17
58 36 6
58 64 10
58 93 15
58 31 17
58 60 8
58 89 4
58 34 9
58 65 11
58 79 4
58 16 18
58 80 7
58 97 1
58 85 13
58 1 13
58 91 7
58 7 2
58 87 10
58 42 1
58 23 2
58 86 10
58 14 4
58 45 9
58 90 12
58 69 8
58 26 16
58 96 6
58 0 3
58 70 11
58 51 10
58 8 1
58 82 4
58 4 2
58 50 1
58 53 2
58 12 0
58 59 4
58 62 10
58 95 8
58 76 6
58 37 10
58 35 11
58 33 10
58 40 6
58 20 0
58 19 10
58 24 10
58 88 15
58 10 2
58 28 18
58 83 9
58 55 18
58 39 16
58 17 5
58 78 2
58 77 5
58 38 11
58 57 16
58 61 7
58 52 2
58 54 8
58 5 17
58 92 12
58 3 14
58 13 14
58 67 2
58 2 14
58 72 5
58 74 14
58 15 7
58 73 11
58 11 7
58 75 5
58 21 13
58 48 14
58 46 11
58 32 13
58 56 11
59 28 15
59 80 10
59 16 14
59 88 3
59 15 17
59 21 15
59 55 5
59 81 10
59 52 13
59 93 4
59 65 8
59 60 15
59 46 14
59 25 11
59 11 0
59 74 0
59 53 12
59 19 4
59 64 0
59 77 1
59 96 14
59 7 7
59 24 5
59 69 10
59 32 18
59 66 0
59 95 11
59 33 1
59 6 0
59 45 11
59 41 13
59 49 5
59 30 0
59 72 8
59 43 13
59 5 5
59 0 4
59 47 16
59 44 1
59 38 14
59 36 13
59 97 9
59 73 16
59 62 15
59 1 4
59 27 1
59 57 7
59 56 17
59 90 0
59 87 17
59 18 14
59 79 4
59 31 3
59 70 15
59 82 16
59 61 1
59 71 16
59 29 13
59 58 18
59 34 2
59 68 13
59 13 0
59 40 6
59 14 11
59 20 9
59 3 8
59 42 8
59 84 18
59 54 0
59 67 8
59 10 11
59 86 10
59 63 6
59 48 9
59 89 7
60 93 3
60 32 10
60 97 11
60 95 15
60 22 9
61 81 9
61 32 9
62 32 11
62 46 13
62 21 3
62 50 12
63 84 17
63 23 2
63 22 6
63 27 6
63 17 13
63 6 15
63 5 2
63 86 4
63 45 5
63 73 9
63 65 4
63 25 13
63 51 10
63 19 16
63 59 4
63 91 15
63 67 6
63 54 7
63 28 6
63 50 11
63 88 11
63 69 16
63 74 4
63 42 1
63 85 9
63 11 11
63 97 6
63 15 6
63 35 3
63 32 15
63 53 12
63 44 1
63 21 14
63 92 13
63 80 12
63 26 15
63 83 17
63 79 11
63 1 6
63 60 11
63 66 9
63 2 16
63 94 12
63 48 1
63 55 8
63 38 18
63 33 17
63 34 11
63 87 12
63 29 8
63 10 10
63 4 3
63 49 9
63 43 13
63 39 10
63 7 7
63 13 1
63 40 14
63 9 4
63 75 6
63 89 15
63 64 17
63 56 11
63 62 3
63 76 5
63 93 12
63 14 12
63 24 6
63 12 17
63 20 3
63 78 14
63 18 0
63 36 15
63 72 2
63 77 18
63 30 4
63 31 13
63 46 14
63 3 5
63 47 18
63 8 1
63 52 8
63 68 1
63 41 7
63 37 6
63 81 15
64 13 9
64 35 4
64 19 14
64 80 17
64 28 17
64 16 8
64 75 8
64 50 3
64 77 8
64 24 12
64 95 8
64 71 4
64 21 16
64 41 6
64 69 0
64 8 5
64 54 13
64 20 17
64 7 3
64 86 12
64 40 17
64 89 10
64 45 16
64 0 12
64 74 2
64 56 5
64 2 0
64 53 1
64 88 2
64 26 10
64 39 17
64 23 10
64 25 6
64 42 6
64 91 9
64 67 8
64 22 14
64 6 0
64 81 4
64 84 15
64 52 3
64 4 13
64 57 15
64 11 16
64 63 18
64 61 8
64 1 3
64 27 0
64 30 15
64 72 4
64 37 16
64 62 8
64 9 8
64 68 12
64 83 14
64 55 2
64 96 4
64 34 9
64 12 3
64 59 6
64 43 2
64 46 6
64 14 7
64 78 0
64 79 2
64 73 17
64 32 9
64 58 18
64 47 8
64 51 10
64 5 17
65 35 14
65 40 1
65 95 18
65 81 9
65 0 8
65 91 18
65 96 12
65 93 4
66 83 7
66 1 14
66 27 7
66 4 15
66 86 12
66 91 14
66 0 6
66 37 1
66 81 9
66 19 8
66 56 8
66 53 15
67 13 0
67 95 3
67 65 6
67 80 12
67 14 16
67 23 8
67 86 14
67 33 14
67 68 10
67 55 15
67 44 3
67 1 18
67 61 10
67 3 5
67 50 17
67 52 17
67 79 9
67 15 7
67 28 11
67 77 0
67 31 8
67 11 14
67 19 8
67 34 7
67 2 8
67 74 6
68 77 11
68 65 2
68 86 6
68 39 7
68 18 18
68 16 5
68 23 8
68 24 15
68 74 8
68 41 15
68 3 17
68 1 5
68 26 0
68 19 9
68 10 6
69 52 12
69 15 14
69 30 15
69 49 0
69 78 17
69 83 5
69 20 5
69 95 6
69 35 4
69 82 6
69 23 17
69 34 3
69 16 1
69 46 7
69 65 7
69 8 14
69 84 18
69 89 0
69 40 15
69 37 16
70 57 2
70 43 6
70 20 17
70 39 3
70 42 18
70 44 18
70 46 17
70 18 7
70 76 8
70 86 0
70 48 0
70 7 17
70 17 5
70 31 0
70 29 17
70 37 17
70 1 12
70 92 6
70 24 12
70 69 12
70 8 2
70 26 9
70 88 10
70 56 2
70 49 5
70 40 6
70 81 1
70 21 15
70 47 1
70 34 6
70 9 1
70 33 8
70 54 10
70 28 5
70 90 0
70 95 9
70 87 5
70 61 8
70 38 16
70 15 12
70 36 8
70 67 5
70 11 12
70 72 14
70 89 10
70 82 1
70 16 0
70 85 13
70 55 13
70 52 15
70 63 7
70 78 8
70 12 9
70 60 14
70 79 6
70 50 5
70 30 12
70 3 17
70 2 10
70 68 4
70 0 5
70 6 6
70 10 6
70 93 18
70 75 14
70 77 5
70 84 5
70 71 17
70 19 5
70 97 17
70 5 10
70 64 13
70 65 16
70 14 17
70 59 10
70 62 16
70 4 18
70 94 6
70 27 13
70 45 14
70 35 1
70 96 8
70 80 6
70 22 5
70 91 18
70 32 3
70 41 5
70 73 4
70 83 10
70 66 9
71 2 9
71 33 11
71 43 10
71 12 8
71 78 1
71 88 13
71 54 7
71 14 11
71 94 14
71 20 2
71 64 13
71 62 4
71 77 6
71 45 14
71 67 17
71 66 12
71 16 10
71 41 0
71 61 9
71 75 6
71 34 13
71 30 7
71 81 0
71 0 1
71 46 1
71 90 14
71 92 13
71 24 7
71 3 11
71 21 14
71 40 3
71 55 4
71 7 12
71 56 17
72 45 3
72 36 5
72 50 16
72 43 0
72 87 18
72 38 8
72 67 6
72 42 15
72 53 11
72 66 7
72 83 4
72 79 13
72 94 10
72 55 7
72 90 6
72 62 3
72 7 16
72 95 4
72 14 7
72 28 9
72 10 0
72 64 14
72 26 2
72 57 14
72 41 4
72 82 10
72 18 15
72 70 11
72 49 14
72 54 14
72 91 3
72 65 4
72 11 4
73 68 18
73 80 17
73 6 5
73 45 11
73 71 0
73 14 6
73 20 17
73 65 13
73 44 13
73 83 5
73 35 9
73 18 16
73 78 16
73 79 9
73 85 3
73 67 6
73 82 8
73 48 17
73 69 5
73 76 3
73 37 0
73 30 10
73 39 3
73 27 18
73 54 17
73 91 1
73 33 10
73 97 16
73 72 2
73 24 9
73 32 18
73 55 9
73 86 5
73 25 1
73 94 18
73 9 15
73 28 9
73 4 7
73 61 18
73 1 4
73 19 7
73 29 11
73 84 16
73 66 15
73 92 15
73 7 4
73 89 12
73 81 3
73 17 2
73 51 0
73 87 5
73 56 12
74 50 8
74 20 11
74 57 4
74 40 15
74 18 5
74 64 5
74 97 15
74 38 13
74 42 12
74 11 13
74 23 14
74 39 18
74 19 4
74 8 11
74 71 4
74 60 15
74 68 18
74 47 4
74 56 10
74 77 1
74 63 16
74 30 16
74 22 15
74 9 12
74 65 8
74 89 16
74 31 18
74 95 5
74 52 13
74 61 14
74 87 13
74 14 11
74 70 17
74 96 13
74 66 3
74 46 1
74 0 3
74 5 13
74 17 13
74 4 5
74 90 5
74 94 2
74 83 3
74 21 16
74 10 12
74 36 14
75 38 15
75 8 18
75 43 10
75 88 15
75 27 9
75 61 2
75 7 17
75 0 15
75 97 2
75 74 4
75 69 13
75 41 7
75 62 6
75 94 8
75 1 10
75 63 18
75 32 13
75 73 5
75 4 6
75 80 2
75 65 3
75 15 9
75 24 0
75 47 9
75 34 3
75 46 15
75 58 15
75 91 7
75 56 14
75 40 3
75 5 9
75 77 11
75 78 9
75 25 10
75 11 6
75 95 9
75 90 5
75 31 5
75 20 13
75 64 3
75 57 8
75 18 10
75 2 0
75 45 14
75 89 0
75 37 0
75 60 17
75 49 18
75 21 4
75 55 13
75 39 16
75 12 3
76 71 9
76 3 11
76 13 17
76 83 13
76 46 17
76 70 12
76 6 15
76 18 6
76 51 18
76 63 8
76 17 1
76 40 11
76 45 2
76 0 9
76 41 18
76 22 16
76 91 8
76 49 4
76 21 15
76 1 17
76 39 13
76 61 3
76 32 1
76 87 11
76 94 13
76 58 15
76 67 16
76 93 13
76 88 18
76 35 18
76 53 13
76 43 12
76 82 15
76 95 4
76 92 7
76 5 4
76 15 8
76 77 6
76 60 11
76 44 5
76 34 3
76 11 10
76 89 16
76 69 12
76 8 17
76 37 18
76 97 4
76 80 11
76 36 13
76 20 7
76 31 8
76 26 10
76 64 3
76 16 16
76 28 6
76 30 6
76 56 10
76 23 5
76 38 1
76 59 9
76 10 9
76 50 12
76 2 1
76 55 17
76 9 5
76 84 12
76 27 11
76 24 4
76 78 12
76 57 2
76 85 15
76 68 15
76 4 14
76 90 15
76 81 16
76 62 0
76 66 16
76 86 2
76 7 2
76 42 14
76 73 4
76 19 10
76 14 17
76 33 9
76 65 8
77 80 3
77 50 18
77 67 2
77 94 7
77 84 11
77 57 15
77 22 14
77 25 17
77 49 14
77 90 6
77 73 17
77 62 6
77 34 5
77 37 8
77 47 12
77 33 10
77 85 11
77 81 2
77 42 3
77 70 3
77 43 8
77 4 3
77 35 14
77 3 11
77 28 14
77 17 10
77 92 15
77 72 11
77 40 11
77 96 10
77 75 12
77 74 18
77 41 3
77 48 3
77 64 15
77 87 14
77 66 2
77 7 4
77 97 15
77 26 12
77 20 5
77 15 16
77 13 2
77 5 1
77 12 17
77 2 3
77 71 1
77 30 17
77 6 14
77 95 11
77 24 4
77 11 17
77 52 15
77 58 12
77 21 14
77 8 12
77 51 6
77 91 7
77 27 13
77 45 6
77 82 3
77 93 1
78 13 7
78 5 10
78 14 16
78 65 4
78 10 16
78 3 16
78 21 3
78 45 18
78 74 1
78 2 12
78 89 6
78 36 3
78 56 6
78 76 10
78 50 11
78 44 0
78 35 5
78 92 17
78 80 5
78 22 18
78 81 5
78 8 9
78 41 16
78 91 12
78 30 3
78 61 12
78 54 6
78 71 11
78 75 3
78 4 15
78 79 1
78 25 13
78 82 2
78 17 5
78 37 8
78 12 0
78 83 17
78 18 8
78 68 12
78 11 16
78 34 15
78 66 6
78 1 6
78 70 13
78 48 10
78 43 1
78 26 8
78 46 14
78 6 7
78 67 18
78 29 18
78 16 17
78 7 14
78 58 3
78 38 9
78 69 11
78 40 16
78 88 15
78 0 3
78 28 18
78 47 6
78 95 3
78 39 5
78 72 3
78 94 10
78 85 18
78 60 15
78 73 2
78 20 6
78 59 8
78 86 14
78 42 9
78 23 14
79 38 3
79 18 18
79 6 16
79 50 15
79 71 16
79 3 18
79 65 11
79 43 5
79 88 15
79 95 2
79 15 6
79 68 12
79 45 15
79 46 16
79 2 0
79 25 14
79 96 3
79 32 0
79 86 18
79 39 3
79 73 7
79 76 1
79 55 9
79 89 6
79 10 12
79 24 7
79 13 7
79 87 0
79 12 7
79 57 11
79 7 6
79 37 14
79 11 3
79 91 10
79 63 13
79 48 2
79 33 16
79 30 3
79 35 5
79 83 18
79 49 7
79 47 8
79 97 10
79 58 10
79 23 12
79 21 2
79 14 8
79 62 2
79 1 10
79 26 12
79 80 9
79 64 7
79 84 10
79 82 1
79 29 1
79 51 17
79 17 10
79 74 12
79 78 1
79 41 18
79 28 8
79 94 18
79 0 3
79 27 15
79 52 18
79 90 10
79 92 6
79 8 18
79 5 18
79 4 7
79 16 2
79 77 11
79 20 13
80 28 12
81 70 9
81 9 11
81 23 13
81 16 16
81 69 11
81 17 11
82 71 4
82 34 0
82 28 12
82 73 9
82 25 15
82 6 2
82 33 15
82 1 14
82 60 14
82 5 0
82 15 9
82 61 12
82 38 0
82 80 8
82 65 1
82 74 1
82 3 6
82 36 10
82 87 15
82 86 8
82 72 17
82 26 15
82 94 17
82 68 9
82 8 1
82 81 4
83 63 10
83 26 10
83 68 11
83 87 15
84 52 1
84 57 12
84 48 8
84 31 12
84 51 1
84 11 1
84 54 7
84 17 4
84 66 2
84 8 12
84 14 8
84 81 9
84 43 7
84 46 0
84 34 11
84 92 17
84 61 7
84 60 0
84 72 5
84 24 6
84 88 6
84 69 5
84 28 9
84 40 5
84 13 18
84 37 18
84 85 0
84 32 5
84 67 2
84 29 16
84 22 1
84 5 8
84 7 11
84 71 5
84 10 14
84 9 17
84 12 13
84 87 10
84 65 6
84 20 5
84 3 18
84 75 15
84 89 7
84 4 3
84 26 2
84 62 6
84 68 16
84 23 12
84 64 16
84 59 2
84 42 1
84 49 1
84 90 2
84 56 1
84 86 13
84 41 2
84 91 1
84 96 7
84 93 6
85 91 8
85 52 6
85 60 4
85 18 10
85 42 4
85 38 1
85 14 16
85 78 4
85 37 0
85 46 4
85 61 12
85 62 5
85 0 9
85 94 11
85 24 14
85 49 8
85 48 9
85 57 9
85 93 17
85 56 7
85 83 13
85 26 7
85 65 0
85 21 18
85 16 12
85 77 4
85 40 1
85 11 1
85 89 17
85 12 2
85 5 2
85 69 8
85 4 16
85 30 14
85 95 17
85 19 9
85 36 11
85 81 5
85 63 15
85 34 16
85 41 15
85 74 3
85 3 4
85 51 8
85 35 14
85 90 9
87 23 1
87 26 7
87 27 6
87 34 12
87 82 17
87 90 6
87 19 16
87 2 11
87 51 16
87 77 15
87 10 11
87 73 2
88 22 12
88 74 0
88 97 9
88 16 4
88 20 16
88 69 18
88 47 16
88 15 2
88 30 0
88 51 5
88 0 10
88 36 15
88 27 0
88 54 7
88 59 11
88 28 4
88 23 14
88 49 7
88 9 7
88 26 8
88 84 7
88 92 14
88 18 3
88 43 7
88 19 2
88 85 3
88 12 17
88 17 13
88 55 18
88 89 18
88 53 4
88 77 6
88 63 4
88 32 18
88 78 14
88 90 12
88 82 6
88 24 4
88 80 12
88 75 8
88 76 8
88 10 9
88 66 3
88 6 3
88 81 0
88 29 2
88 41 18
88 45 6
88 61 9
88 58 0
88 70 3
88 83 16
88 40 7
88 52 9
88 65 3
88 48 10
88 60 3
88 38 8
88 21 1
88 56 10
88 11 3
88 37 9
88 68 9
88 93 15
88 5 15
88 34 18
88 4 15
88 42 16
88 46 9
88 50 14
88 13 8
88 73 0
88 94 3
88 91 11
89 62 6
89 6 6
89 15 4
89 31 9
89 10 3
89 17 16
89 19 5
89 29 0
89 74 14
89 27 7
89 70 0
89 67 16
89 75 3
89 46 3
89 71 15
89 61 6
89 50 17
89 38 6
89 33 4
89 26 3
89 56 10
89 59 18
89 44 11
89 91 1
90 63 1
90 54 11
90 92 14
90 66 10
90 61 7
90 47 9
90 59 14
90 60 1
90 9 11
90 85 11
90 74 2
90 53 16
90 81 3
90 67 0
90 45 13
90 8 2
90 80 8
90 40 6
90 33 6
90 56 14
90 39 9
90 55 0
90 57 3
90 29 1
90 41 0
90 82 18
90 84 13
90 79 16
90 26 6
90 27 11
90 91 17
91 5 12
91 20 15
91 54 8
91 13 6
91 82 17
91 69 11
91 8 10
91 4 12
91 9 5
91 48 0
91 47 14
91 74 9
91 26 0
91 78 12
91 85 10
91 40 18
91 19 0
91 21 18
91 1 4
91 88 14
91 86 12
91 92 7
91 42 9
91 29 2
91 25 17
92 55 17
92 16 8
92 45 14
92 81 18
92 72 2
92 60 3
92 19 0
92 6 4
92 34 6
92 86 2
92 75 10
92 33 5
92 42 3
92 88 8
92 85 5
92 87 4
92 8 16
92 26 6
92 32 17
93 49 1
93 18 16
93 65 6
93 83 15
93 7 7
93 14 5
93 57 16
93 30 5
93 79 7
93 12 15
93 29 3
93 21 16
93 68 17
93 72 12
93 84 3
93 45 1
93 28 11
93 10 3
93 96 7
93 64 12
93 38 10
93 46 9
93 20 3
93 91 12
93 60 0
93 53 10
93 50 13
93 70 12
93 77 11
93 27 6
93 58 9
93 32 11
93 89 5
93 33 5
93 5 1
93 48 7
93 47 6
93 56 8
93 22 10
93 11 8
93 44 2
93 59 5
93 85 5
94 20 11
94 72 9
94 23 2
94 77 4
94 84 11
94 45 15
94 24 9
94 16 12
94 88 18
94 12 0
94 17 7
94 67 18
94 13 0
95 45 11
95 87 12
95 73 15
95 41 7
95 38 14
95 56 3
95 75 4
95 19 17
95 74 16
95 34 14
95 86 7
95 44 3
95 96 11
95 14 2
95 92 4
95 62 18
95 31 11
95 97 3
95 90 10
95 85 9
95 80 13
95 21 5
95 17 2
95 26 3
95 35 5
95 57 13
95 91 12
96 46 15
96 67 8
96 64 10
96 27 17
96 90 11
96 26 3
96 70 15
96 7 3
96 86 14
96 17 13
96 48 8
96 77 12
96 31 9
96 95 2
96 0 10
96 83 7
96 94 12
96 92 5
96 2 7
96 73 0
97 36 0
97 76 14
97 92 10
97 38 0
97 40 3
97 79 7
97 42 11
97 28 1
97 55 7
97 27 14
97 47 7
97 69 6
97 96 7
97 65 6
97 80 11
97 41 3
97 24 8
97 6 1
97 66 6
97 91 13
97 29 5
97 5 9
97 33 10
97 10 17
97 3 3
97 49 8
97 11 9
97 20 17
97 61 5
97 15 5
97 63 12
97 17 5
97 77 0
97 35 6
